Responsible,Confirmed By,Confirmed At,External Case ID,Organization,Country,No. of Machines,Smartflow Last Event,Pleteo Last Event,Case Status,Investigation Status,Investigator
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,515118#1,Elementalchile,Chile,44,2026-09-20,2025-05-31,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,754429#1,Bazcon,Colombia,3,2026-09-19,2025-05-27,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,905181#1,Grupo Difare,Ecuador,37,2026-09-16,2025-06-04,Pre-Qualified,06. Launched,"Ximena De Ariño, Ives Romero"
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,2124824#2,Ariosing,Colombia,7,2026-09-16,2025-05-16,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,1279667#1,Energex Sa,Colombia,4,2026-09-15,2025-06-06,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,393723#1,"Banco del Estado de Chile, Representada por Alessandri & CompaÃ±Ã­a Ltda. (BANCO DEL ESTADO DE CHILE)",Chile,64,2026-09-15,2025-06-01,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,692430#1,Maderas Y Terminados Eu 9001625999,Colombia,11,2026-09-15,2025-05-30,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,1496378#1,Diseños y Estructuras JH,Colombia,9,2026-09-15,2025-05-26,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,605038#1,Salmofood S.A.,Chile,15,2026-09-14,2025-05-30,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,675238#1,IMV Ingeniería,Chile,32,2026-09-14,2025-05-26,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,994048#1,Inmobiliaria Norte Verde,Chile,22,2026-09-10,2025-05-28,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,2404248#1,Central de Andamios,Colombia,6,2026-09-09,2025-05-30,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,560758#1,Bancolombia,Colombia,100,2026-09-08,2025-05-31,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,366403#1,Estudiosyao,Ecuador,4,2026-09-08,2025-05-26,Unqualified,06. Launched,Emil Bechara
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,1464658#1,Contructora C Y G Hermanos Limitada,Chile,7,2026-09-08,2025-05-24,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,3253007#1,Aluma Systems Inc,Chile,10,2026-09-07,2025-06-01,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,215724#2,Echeverria Izquierdo,Chile,23,2026-09-06,2025-05-21,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,877961#1,Easy S.A.,Chile,17,2026-09-06,2025-05-19,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,766310#2,Cueros Velez S.A.S.,Colombia,14,2026-09-05,2025-05-21,Pre-Qualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,880099#1,Eficacia S.A.,Colombia,8,2026-09-08,2026-02-06,Pre-Qualified,03. Investigator - Disqualified (Data),Ximena De Ariño
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,531332#1,gustavo perry arquitectos,Colombia,28,2026-09-15,2026-02-15,Unqualified,06. Launched,Luis Indriago
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,415346#1,Mathiasklotz,Chile,19,2026-09-06,2026-03-02,Pre-Qualified,06. Launched,"Luis Indriago, Ximena De Ariño"
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,3500733#1,Del Carpio,Chile,26,2026-09-21,2026-08-22,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,2023732#1,CASABELLA,Colombia,8,2026-09-18,2026-08-21,Unqualified,06. Launched,Luis Indriago
Jesus Ameneiro,jesus@ruvixx.com,2026-09-25 01:05:59,3459823#1,CODESSER,Chile,41,2026-09-06,2026-08-28,Unqualified,03. Investigator - Disqualified (Contact Profiling),"Maria Celeste, Pedro Alfonzo"
