Responsible,Confirmed By,Confirmed At,External Case ID,Organization,Country,No. of Machines,Smartflow Last Event,Pleteo Last Event,Case Status,Investigation Status,Investigator
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1095597#1,Duramas Cia. Ltda.,Ecuador,23,2026-08-04,2025-05-22,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1460750#1,Jolie_Minicouture,Colombia,3,2026-08-21,2025-05-25,Below Threshold,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,381866#2,Sevilla y Martinez Ingenieros C.A. Semaica,Ecuador,57,2026-08-19,2025-06-05,Below Threshold,05. QA - Disqualified (Contact Profiling),"Maria Celeste, Ives Romero"
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,516456#1,Acuamaro (Peceras) (Acuarios),Colombia,3,2026-07-16,2025-05-04,Below Threshold,06. Launched,Ives Romero
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,698104#1,CONSTRUCTORA VALERO,Ecuador,17,2026-08-14,2025-05-19,Unqualified,06. Launched,Emil Bechara
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,4423144#1,Sena,Colombia,92,2026-08-20,2025-05-30,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,320000#1,Flores,Chile,15,2026-08-18,2025-05-29,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,387673#1,Jaramillo Mora,Colombia,24,2026-08-18,2025-05-28,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,492925#1,Constructora Ecora Sociedad Anonima,Chile,11,2026-08-21,2025-05-29,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,321665#1,Maximino,Colombia,15,2026-08-17,2025-05-27,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,796937#1,Gonzalez F Ingenieros Sas,Colombia,6,2026-08-11,2025-05-21,Unqualified,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,922715#1,AXA COLPATRIA,Colombia,14,2026-08-04,2025-05-29,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1069968#1,Debconsulting,Colombia,15,2026-08-20,2025-05-29,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1676882#1,odD+ Architects,Ecuador,11,2026-08-05,2025-06-04,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1705554#2,Optecom Empresarial,Colombia,17,2026-08-20,2025-05-31,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,224409#4,Universidad Francisco De Paula Santander,Colombia,14,2026-08-17,2025-05-28,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,334593#1,Epifita,Colombia,12,2026-08-09,2025-05-20,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1856971#1,DARQUIMTEK SA,Ecuador,3,2026-08-18,2025-05-28,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,557501#1,Tdea,Colombia,15,2026-08-15,2025-05-28,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,213710#2,SalfaCorp S.A.,Chile,8,2026-08-18,2025-05-30,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,294815#1,Oruga,Ecuador,23,2026-08-21,2025-05-22,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,421805#1,Arbolcolor,Chile,15,2026-08-12,2025-05-15,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1038295#1,GRUPO DOSS ARQ LTDA,Colombia,11,2026-07-09,2025-06-05,Below Threshold,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,856761#2,Hitos Urbanos S.A,Colombia,11,2026-06-23,2025-05-14,Unqualified,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,542861#1,Constructora Lancuyen Ltda,Chile,5,2026-06-19,2025-04-25,Unqualified,06. Launched,Ives Romero
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1065399#1,Cotmaq Construcciones e Ingenieria S.A.S,Colombia,12,2026-07-05,2025-05-28,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1080681#1,Navarro Constructores,Colombia,3,2026-07-14,2025-05-24,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1091053#1,Aljosani Estudio de Diseño,Colombia,3,2026-07-23,2025-05-29,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,960822#1,Alvaro Effa Ruttimann,Chile,5,2026-07-09,2025-05-29,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,2145566#1,Forza Nova,Chile,4,2026-07-06,2025-05-27,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1433930#1,Roberto Benjamin Vera Olivares (ROBERTO BENJAMIN VERA OLIVARES),Chile,3,2026-06-25,2025-05-07,Below Threshold,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1762227#1,Arquitectosasociados,Chile,4,2026-07-08,2025-05-22,Below Threshold,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,649395#1,3arquitectos,Ecuador,6,2026-06-23,2025-05-22,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1207491#1,Apptec Ltda,Chile,4,2026-02-22,2025-01-24,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1131709#1,boq group - Arquitectura y Construccion,Colombia,3,2026-06-10,2025-05-19,Unqualified,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,3437986#1,Londonoarquitectos,Ecuador,8,2026-07-02,2025-06-02,Unqualified,06. Launched,Emil Bechara
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,567646#1,Uriarte Arquitectos Asociados Limitada (URIARTE ARQUITECTOS ASOCIADOS LIMITADA),Chile,11,2026-04-28,2025-04-15,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,491895#1,Unicolombo,Colombia,11,2026-05-30,2025-05-29,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,651616#1,Mvparq,Colombia,9,2026-07-09,2025-06-14,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,517223#1,Arquitecturainfinita,Ecuador,10,2026-07-05,2025-06-11,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,923416#1,Constructora Rencoret,Chile,6,2026-05-16,2025-06-06,Below Threshold,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1561783#1,Armadillo Diseno Industrial,Colombia,4,2026-05-07,2025-05-29,Below Threshold,06. Launched,Ives Romero
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,887990#1,Crecoscorp SA,Ecuador,7,2026-03-10,2025-03-18,Below Threshold,06. Launched,Emil Bechara
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,3259268#1,180arquitectos,Colombia,3,2026-04-13,2025-04-27,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,1362678#1,Cnv,Colombia,12,2026-03-20,2025-03-26,Below Threshold,06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,758357#1,Clinica General del Norte,Colombia,12,2025-12-28,2025-01-05,Aborted (Closed),06. Launched,
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,610649#1,Construmatcenter,Colombia,5,2026-05-04,2025-05-05,Below Threshold,06. Launched,"Pedro Alfonzo, Maria Suros"
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,2418458#1,SCHALLER,Colombia,13,2026-04-16,2025-05-28,Unqualified,06. Launched,Pedro Alfonzo
Jesus Ameneiro,jesus@ruvixx.com,2026-08-25 20:11:42,621129#2,Anadarko Colombia Company,Colombia,15,2026-01-11,2025-02-28,Aborted (Closed),06. Launched,Pedro Alfonzo
