Responsible,Confirmed By,Confirmed At,External Case ID,Organization,Country,No. of Machines,Smartflow Last Event,Pleteo Last Event,Case Status,Investigation Status,Investigator
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,698790#1,Embajada Americana Military Group,El Salvador,2,2026-06-11,2025-05-29,Below Threshold,03. Investigator - Disqualified (Data),Mariadelaida Suarez
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1715552#1,Gramarqs,El Salvador,2,2026-05-31,2025-05-20,Below Threshold,03. Investigator - Disqualified (Data),"Mariadelaida Suarez, Lorraine Aparejado"
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4462905#1,Grupolorenasv,El Salvador,1,2026-04-29,2025-04-23,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2063472#1,Industrial Ventilation Systems,El Salvador,1,2026-02-14,2025-01-31,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4360353#1,Biomedica Lemus S.A de C.V.,El Salvador,1,2026-06-03,2025-06-08,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2192890#1,Cpm,El Salvador,1,2026-05-05,2025-05-21,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1674330#1,Quicosa de CV,El Salvador,2,2026-05-16,2025-05-26,Below Threshold,03. Investigator - Disqualified (Data),Lorraine Aparejado
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4101604#1,Americares,El Salvador,1,2026-05-23,2025-06-04,Unqualified,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,790767#1,Sistemas Y Proyectos Sa,El Salvador,2,2026-03-03,2025-04-03,Aborted (Closed),03. Investigator - Disqualified (Data),Mariadelaida Suarez
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4386551#1,Alba Petroleos De El Salvador S.E.M. De C.V,El Salvador,1,2026-01-25,2025-03-12,Aborted (Closed),03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4433662#1,Isss365,El Salvador,1,2025-12-06,2025-01-30,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,3049307#1,Bvmultiserviciosv,El Salvador,1,2026-01-18,2025-02-20,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2128479#1,Luis Campos Roca,El Salvador,1,2026-04-24,2025-06-10,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2407378#1,Fábrica Invercalma,El Salvador,1,2026-04-03,2025-06-16,Unqualified,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4374245#1,Temissv,El Salvador,1,2026-01-26,2025-04-11,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1464711#1,Worldimesion,El Salvador,1,2026-01-14,2025-04-04,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4386902#1,Drifam S.A. De C.V.,El Salvador,2,2026-01-17,2025-04-25,Aborted (Closed),03. Investigator - Disqualified (Data),Monaliza Alpiz
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,3252396#1,Mpingenierossadecv,El Salvador,2,2025-12-22,2025-05-21,Aborted (Closed),03. Investigator - Disqualified (Data),Maila Dawat
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4429094#1,Sparklecleaning,El Salvador,1,2025-11-06,2025-04-09,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4340237#1,Ariasorantes,El Salvador,1,2025-11-05,2025-04-23,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1031285#1,Autofácil,El Salvador,2,2025-11-18,2025-05-11,Aborted (Closed),03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4370919#1,Caman International,El Salvador,1,2025-09-11,2025-04-17,Aborted (Closed),03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4120093#1,Inversiones Textiles Mas,El Salvador,1,2025-09-09,2025-05-09,Aborted (Closed),03. Investigator - Disqualified (Data),Luis Indriago
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4418354#1,Kayavida,El Salvador,1,2025-09-06,2025-06-02,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
