Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4521025#1,Qariston,Ecuador,1,29-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4570918#1,Casamyres,Ecuador,1,27-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4592728#1,Stanchisa,Ecuador,1,26-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,552985#2,renovaenergia,Ecuador,1,22-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4519343#1,Hsb,Ecuador,1,19-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4583818#1,Civilart,Ecuador,1,18-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4579110#1,Pivotalconsultants,Ecuador,1,17-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4552087#1,Nuevaerasrl,Bolivia,1,05-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4532914#1,Neragez,Bolivia,1,27-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4570435#1,Agunsa,Bolivia,1,21-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4565961#1,Babyunix,Bolivia,1,11-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4535201#1,Fuasha,Bolivia,1,06-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4550296#1,Desa03,Bolivia,1,29-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4526792#1,Raizant,Bolivia,2,28-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4553759#1,Fca,Bolivia,1,27-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-20 01:53:48,4553326#1,Club De Tenis La Paz,Bolivia,1,24-Sep-25,Aborted (Closed),SketchUp Pro,Difference
