Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4482400#1,Myssa,Peru,3,22-Apr-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,3047330#1,Hildebog,Peru,4,26-Feb-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2020",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4342206#1,Agrovisioncorp,Peru,3,28-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4522067#1,Cupex,Peru,3,26-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,1146150#1,Transversal Studio _ TRUJILLO,Peru,3,25-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4612709#1,E&M Arquitectos,Peru,4,23-Dec-25,Aborted (Closed),"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,1066702#1,Kai Clemente Canales,Peru,5,18-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,3871157#1,Magnaarq,Peru,5,09-Dec-25,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,852396#2,Modasa | Diesel engines Andean S. A.,Peru,3,08-Dec-25,Aborted (Closed),"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,883174#1,Agrobanco,Peru,3,05-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,1003844#1,The Asociacion Cultural Brisas del Titicaca,Peru,3,02-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4530648#1,RB Arquitectura y Construcción,Peru,3,26-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,885660#1,Ds,Peru,3,22-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,680229#2,"Tecnología, Desarrollo y Medición SCRL",Peru,3,08-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4552847#1,Industrial Beta S.A.,Peru,3,08-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,1628264#1,Colegiokjw,Peru,5,04-Nov-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,3141742#3,Institut de Physique de Nice (INΦNI),Peru,5,30-Oct-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4541120#1,Netcom & Publicidad,Peru,3,10-Oct-25,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,352204#1,Universidad San Ignacio De Loyola S.A.,Peru,60,10-Oct-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,971068#1,Ceramicas Kantu,Peru,3,09-Oct-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,4615508#1,Nbzmr,Peru,9,26-Sep-25,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-14 21:51:33,659034#1,Universidad Alas Peruanas S.A.,Peru,15,17-Sep-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Difference
