Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4458364#1,Arquitectoa1,Guatemala,1,12-Aug-26,Below Threshold,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4392450#1,Duroblocksa,Nicaragua,1,12-Aug-26,Below Threshold,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4463165#1,Grupoah,El Salvador,1,12-Aug-26,Below Threshold,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4405191#1,Lwwrd,Guatemala,1,12-Aug-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3259721#1,Zippyttech,Panama,2,11-Aug-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4458562#1,Relic Holding Inc.,Panama,1,11-Aug-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2454672#1,Cindu De Guatemala S.A.,Guatemala,2,11-Aug-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2239723#1,Tubelite,Guatemala,2,11-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2429329#1,Scubaquatic,Dominican Republic,1,10-Aug-26,Below Threshold,SketchUp Pro 2020,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4324647#1,Simpleyfacil,Nicaragua,2,10-Aug-26,Unqualified,"SketchUp 2024, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1478609#1,Century 21 Neocasa,Costa Rica,1,10-Aug-26,Aborted (Closed),SketchUp Pro 2019,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2293457#1,Superrepuestos,El Salvador,2,09-Aug-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,713585#1,Engine,Nicaragua,2,07-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1584555#3,Central Romana,Dominican Republic,2,07-Aug-26,Below Threshold,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1104463#1,Inversionistasencostarica,Costa Rica,1,07-Aug-26,Aborted (Closed),SketchUp Make 2017,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,954811#1,Grupomorales,Nicaragua,1,07-Aug-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4497315#1,Cearq,Panama,2,06-Aug-26,Unqualified,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3568491#1,Duestudio,Guatemala,2,06-Aug-26,Unqualified,"SketchUp 2026, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1969536#1,Storageware,Costa Rica,1,05-Aug-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1037102#1,Sicsacr,Costa Rica,2,05-Aug-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4366655#1,Rondan S.A.,Panama,1,05-Aug-26,Below Threshold,SketchUp Pro 2019,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2513453#1,Trofeos PubliTrof,Guatemala,2,05-Aug-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4425203#1,Opticacentral,Nicaragua,1,04-Aug-26,Below Threshold,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1089751#1,On Play Panamá,Panama,2,03-Aug-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3402547#1,Nicacompu,Nicaragua,1,03-Aug-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4435948#1,Xai,Dominican Republic,1,02-Aug-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4462278#1,Litproserv,Guatemala,1,31-Jul-26,Below Threshold,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3894201#1,Redfujimoto,El Salvador,1,31-Jul-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4421727#1,Anad,Guatemala,1,31-Jul-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,896449#1,Gtb Radiodifusores,Dominican Republic,2,31-Jul-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2290369#1,Fz,Costa Rica,2,31-Jul-26,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4441960#1,Alcaldiasrs,Nicaragua,2,31-Jul-26,Below Threshold,"SketchUp 2024, SketchUp 2025",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,775386#1,Vaughan,Nicaragua,1,30-Jul-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3566800#1,Gruposumifer,El Salvador,2,30-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3894199#1,Consorcio Elias S.A. of C.V.,El Salvador,2,29-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1998298#1,Gamma Laboratories,El Salvador,2,28-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4383318#1,Chbconstructora,El Salvador,2,28-Jul-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1320192#2,Macopa Vidrios,Costa Rica,2,23-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2952983#1,Pmac Law Firm,Panama,1,23-Jul-26,Below Threshold,SketchUp Pro 2018,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4491097#1,Aircopanama,Panama,1,23-Jul-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1098599#1,Muebles Pura Vida,Costa Rica,1,20-Jul-26,Aborted (Closed),SketchUp Make 2017,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4521393#1,Newportpanama,Panama,1,17-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3260399#1,Stremio,Dominican Republic,2,16-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2253562#1,Proa,Panama,2,13-Jul-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4430597#1,Iislevimontalcini,Dominican Republic,1,12-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2918592#1,Grupo Alonzo,Dominican Republic,2,12-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3896152#1,Municarrillo,Costa Rica,1,11-Jul-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4433522#1,Perfilesarquitectonicos,El Salvador,2,11-Jul-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,931674#1,Soleresorts,Dominican Republic,2,09-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4379776#1,Host Para Tu Vida S.A.,El Salvador,1,08-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2342469#1,Blandon Moreno Central,Nicaragua,2,07-Jul-26,Below Threshold,SketchUp Pro 2018,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,860679#2,J. Julian & Asociados S.R.L.,Dominican Republic,1,03-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4341566#1,Autospacr,Costa Rica,1,03-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3861113#1,Excala,Dominican Republic,1,02-Jul-26,Below Threshold,SketchUp Pro 2020,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4251419#1,Alfridomsa,Dominican Republic,2,02-Jul-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3253625#1,Bpc,Nicaragua,1,01-Jul-26,Below Threshold,SketchUp Pro 2019,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3548065#1,Konkord Investments,Panama,1,30-Jun-26,Below Threshold,SketchUp Pro 2020,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4300277#1,Publicidaddirecta,Panama,2,30-Jun-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1318174#3,World Club Freight,Panama,1,30-Jun-26,Below Threshold,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4472762#1,Systec,El Salvador,2,29-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4301967#1,Caja De Credito Rural Acajutla,El Salvador,1,29-Jun-26,Below Threshold,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2254159#1,OFICOTRI,Nicaragua,1,26-Jun-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1626638#1,Sumasa,Nicaragua,1,26-Jun-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3439999#1,Atucasa,Dominican Republic,2,05-Jun-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4407647#1,Htt,Nicaragua,1,27-May-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1412156#1,Promociones Y Pryectos S.A.,Dominican Republic,1,26-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2452128#1,Agustinos Guadalajara,Dominican Republic,2,23-May-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4462512#1,Grupoanchor,Nicaragua,2,18-May-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4302719#1,Vm Consultores S.A,Nicaragua,1,08-May-26,Below Threshold,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2422937#2,Banpaís Experiencia PYME,Honduras,2,04-May-26,Below Threshold,"SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4367073#1,Hucsap,Honduras,2,21-Apr-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4433504#1,Nmhn,Honduras,1,15-Apr-26,Below Threshold,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1102561#1,Cemcol,Honduras,2,24-Feb-26,Below Threshold,"SketchUp Pro, SketchUp Pro 2018 FALSE",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2269274#1,Senecahonduras,Honduras,1,02-Feb-26,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,1606011#2,AutoRepuestos S.A. de CV.,Honduras,2,02-Feb-26,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,3874869#1,Alexander Narbona,Honduras,1,16-Jan-26,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4406011#1,Grandroatanresortandspa,Honduras,1,22-Oct-25,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2220598#1,GExS,Honduras,1,09-Aug-25,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2219431#1,Wiohair,Honduras,1,07-Aug-25,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4394145#1,Ctrhn,Honduras,1,02-Jun-25,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,4340128#1,Fhis,Honduras,1,16-May-25,Aborted (Closed),SketchUp Pro,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-19 01:12:38,2310943#1,Enterprise Consulting S.A.,Honduras,1,24-Apr-25,Aborted (Closed),SketchUp Pro,Outdated
