Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4639798#1,Smartcargobo,Bolivia,1,26-Apr-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4553272#1,Creadictos,Bolivia,1,26-Apr-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4639947#1,Chromart Corporation,Bolivia,1,26-Apr-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4623820#1,C &. L s Legacy Group LLC,Bolivia,1,26-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4593327#1,Taypi,Bolivia,1,23-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4638678#1,Mnu,Bolivia,1,22-Apr-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4578340#1,Kortabacogroup,Bolivia,1,21-Apr-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4517647#1,Traf Construcciones,Paraguay,1,19-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4597819#1,Calcemania,Paraguay,1,19-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4579316#1,Novedadescristian,Paraguay,2,17-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4553204#1,Abtech E.A.S.,Paraguay,1,13-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4568779#1,Ataqidasd,Paraguay,1,12-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4533299#1,Asisteck,Paraguay,1,12-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4595515#1,Ecomipa,Paraguay,1,09-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4595209#1,Rayie,Paraguay,1,08-Jan-26,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4573750#1,Marketingabovee,Paraguay,1,30-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4593303#1,Construmaqsursrl,Paraguay,1,29-Dec-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4446291#1,Masinfinito,Uruguay,1,25-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4567108#1,Aditecjcb,Uruguay,1,16-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4567123#1,Bhu,Uruguay,1,16-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4569338#1,Clubtalleres,Uruguay,1,15-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4566252#1,Fycuy,Uruguay,1,12-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4554006#1,Lacomarca,Uruguay,1,29-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4553847#1,Quanam,Uruguay,1,27-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4553332#1,Nande,Uruguay,1,24-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,4552863#1,Finrel,Uruguay,1,22-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-25 23:09:40,1054265#2,Itcsa,Uruguay,1,22-Sep-25,Aborted (Closed),SketchUp Pro,Difference
