Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4631999#1,Macro Bordados,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4661026#1,Proyectosaljo,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4608928#1,Notaría Pública No. 8,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4641207#1,Solumi,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4637288#1,Dgconstructora,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4579624#1,Casetaslifra,Mexico,1,25-Jul-26,Unqualified,SketchUp 2024,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4661015#1,Xsglobal,Mexico,1,25-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4555022#1,Encanto,Mexico,2,25-Jul-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2020",Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4598519#1,Electricandco,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2026,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4595780#1,Ancararquitectura,Mexico,1,25-Jul-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026",Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4648787#1,Grupoevolutions,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2026,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4630715#1,Gruposordonoriega,Mexico,2,25-Jul-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4651961#1,Sin,Mexico,2,25-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2023",Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4645733#1,Foodven,Mexico,1,25-Jul-26,Unqualified,SketchUp 2024,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4642225#1,Crececonvales,Mexico,2,25-Jul-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4661149#1,Aromobel,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2026,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4636949#1,Grupomape,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4639540#1,Gmovil21,Mexico,2,25-Jul-26,Below Threshold,SketchUp 2026,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4658417#1,Ancoenergy,Mexico,1,25-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4657661#1,Aunestudio,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2026,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4659385#1,Altavoztheagency,Mexico,1,25-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4660837#1,Customsolutions7,El Salvador,1,24-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4660814#1,Tilopay,Guatemala,1,24-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4660771#1,Metalymadera,Dominican Republic,1,23-Jul-26,Below Threshold,SketchUp 2025,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4570884#1,Instessa,Nicaragua,1,04-Nov-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4401463#1,2round,Nicaragua,1,30-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4576616#1,4x768x201,Nicaragua,1,29-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4566546#1,Construccioncivil,Nicaragua,1,13-Oct-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4411521#1,Nicaraguasugar,Nicaragua,1,29-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4538530#1,Simplificalo,Nicaragua,1,24-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4553114#1,Veronica,Nicaragua,1,23-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4452415#1,Tpspublicidad,Nicaragua,1,13-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4545212#1,Rrimmigrationlaw,Nicaragua,1,01-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4412787#1,Embajada Del Ecuador,Nicaragua,2,29-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4496914#1,Lacasadelsoldador,Nicaragua,1,27-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4515891#1,Codusa,Nicaragua,1,26-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4517032#1,Velas Artísticas,Nicaragua,1,09-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4462873#1,Aguilagolden,Nicaragua,1,03-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4386958#1,Promedix,Nicaragua,2,31-Jul-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4569311#1,Bahuwer,Dominican Republic,1,22-Jul-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4536597#1,Sumundo,Dominican Republic,1,14-Jul-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4532364#1,Gooodagency,Dominican Republic,1,22-Jun-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4520350#1,Eugenio Import,Dominican Republic,1,23-Apr-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4520856#1,Agentedecambioquezada,Dominican Republic,1,21-Apr-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4484285#1,Constructoraconcas,Dominican Republic,1,13-Apr-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,1073123#1,Vicasahonduras,Honduras,2,05-Apr-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4433248#1,Sasepasociado,Honduras,1,27-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4514748#1,Distribuidora Caribe,Honduras,1,25-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,1609025#1,Solaris Honduras,Honduras,2,25-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4510249#1,Jpdesignprint,Dominican Republic,1,18-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4436897#1,Dialisisdehonduras,Honduras,1,15-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,918119#1,Serelehn,Honduras,2,14-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4399129#1,Cintas De Honduras,Honduras,1,12-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4507499#1,Sucondi,Dominican Republic,1,06-Mar-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4343416#1,Orange Connex,Honduras,2,27-Feb-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4360613#1,Inproserviceshn,Honduras,1,25-Feb-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4418617#1,Estudio3hn,Honduras,2,20-Feb-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4452401#1,Cafemaya,Honduras,1,19-Feb-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4429467#1,Amplicolor,Honduras,1,05-Feb-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4498030#1,Funadehhon,Honduras,2,29-Jan-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4496939#1,Lemas,Honduras,1,22-Jan-25,Aborted (Closed),SketchUp Pro,Difference
Luis Indriago,luisindriago@ruvixx.com,2026-07-27 16:19:39,4366286#1,Comercial Laeisz,Honduras,1,22-Jan-25,Aborted (Closed),SketchUp Pro,Difference
