Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2323072#1,Centro Moderno,Mexico,6,23-Sep-26,Below Threshold,"SketchUp 2024, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4495328#1,Escala,Mexico,12,23-Sep-26,Unqualified,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2230630#1,R & a Diseño y Construcción S.A. de C.V.,Mexico,3,23-Sep-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4360608#1,Jcacorporativo,Mexico,3,23-Sep-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4544429#1,Babyandfamily,Mexico,6,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4455838#1,Duranarquitectos,Mexico,13,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2023344#1,Rennova,Mexico,4,23-Sep-26,Below Threshold,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4430818#1,Liberte,Mexico,3,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1927063#1,Indigoarq,Mexico,11,23-Sep-26,Below Threshold,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4588391#1,Kapital,Mexico,6,23-Sep-26,Unqualified,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4594374#1,Suno,Mexico,9,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4332675#1,Instituto Mora,Mexico,4,23-Sep-26,Aborted (Closed),"SketchUp Pro 2018, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4557512#1,Vilins,Mexico,29,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2451690#1,Emai,Mexico,3,23-Sep-26,Unqualified,"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4380863#1,Urbi Desarrollos Urbanos Sa De Cv,Mexico,6,23-Sep-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,527199#1,Gbvoip,Mexico,8,23-Sep-26,Aborted (Closed),"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1264274#1,Cocinas Finezza Niños Héroes,Mexico,4,23-Sep-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4382897#1,Encoreglobal,Mexico,5,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2335247#1,Luz Diseño Atmósfera,Mexico,8,23-Sep-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,722760#1,"LUMIcolor Equipo Electrico Industrial, S.A. de C.V.",Mexico,9,23-Sep-26,Unqualified,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4573671#1,Grupodialen,Mexico,5,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2144000#1,Miguel Angel Crispin Neri,Mexico,13,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4302393#1,Seconomials,Mexico,5,23-Sep-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1997527#1,Neoris de Mexico SA de CV,Mexico,8,23-Sep-26,Pre-Qualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4473307#1,Diamantecabosanlucas,Mexico,9,23-Sep-26,Unqualified,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4416726#1,Fotografix,Mexico,3,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3528213#1,Fleximatic,Mexico,3,22-Sep-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3897677#1,Habagproyectos,Mexico,8,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,317310#1,David Santos Be~a,Mexico,25,22-Sep-26,Unqualified,"SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,421868#1,Enlightened Entrepreneurs,Mexico,13,22-Sep-26,Unqualified,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1143181#1,Distribuidora Vinícola Santa Bárbara,Mexico,6,22-Sep-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1161377#1,Julio Soto Merlan,Mexico,6,22-Sep-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4458239#1,Fesogo Mexico Sa De Cv,Mexico,27,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,750247#1,Tai,Mexico,6,22-Sep-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2163027#1,Secb,Guatemala,4,22-Sep-26,Below Threshold,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2356489#1,Grupo Constructor Transportieren,Mexico,13,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,880485#1,Mauricio Gutierrez,Mexico,14,22-Sep-26,Unqualified,"SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3893176#1,Qdinco,Mexico,6,22-Sep-26,Below Threshold,"SketchUp 2024, SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1080102#1,EYASA,Mexico,4,22-Sep-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2229222#1,Cadista,Mexico,5,22-Sep-26,Unqualified,"SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,552982#1,redes,Mexico,3,22-Sep-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4412286#1,Bovedafiscal,Mexico,21,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2281834#1,Imperseco,Mexico,3,22-Sep-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2020, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1559418#1,Cinemas De La Republica,Mexico,4,22-Sep-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4421126#1,Bungalo,Mexico,6,22-Sep-26,Unqualified,SketchUp Pro 2023,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,341126#1,Xavier Garcia Velazquez,Mexico,9,22-Sep-26,Unqualified,"SketchUp 2025, SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1461142#1,Grupo Genus,Mexico,5,22-Sep-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2377441#1,Sani Medical Tourism,Mexico,7,22-Sep-26,Unqualified,"SketchUp 2026, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,2513568#1,Adlerarq,Mexico,5,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4428289#1,Ventus Logistics S.A. De C.V.,Mexico,3,22-Sep-26,Unqualified,SketchUp Pro 2021,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1794035#1,Jeffrey Summers,Mexico,29,22-Sep-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4374477#1,Vadic,Mexico,3,22-Sep-26,Unqualified,"SketchUp 2026, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,481885#1,Altitudes,Mexico,3,22-Sep-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3561018#2,Krafir,Mexico,4,22-Sep-26,Unqualified,"SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1144398#1,ELCOM Computers,Mexico,5,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,944529#1,Gympass México,Mexico,10,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4376308#1,Devane,Mexico,5,22-Sep-26,Unqualified,"SketchUp 2025, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3888500#1,Gersamex,Mexico,12,22-Sep-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,4078759#1,Unidossrt,Dominican Republic,10,19-Sep-26,Aborted (Closed),"SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,770377#4,Inversiones Areito,Dominican Republic,6,14-Sep-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,3923222#1,Minfin Sistemas Finacieros,Guatemala,27,04-Sep-26,Unqualified,"SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,236165#2,Acero Estrella,Dominican Republic,27,29-Jun-26,Aborted (Closed),"SketchUp 2024, SketchUp Make 2016, SketchUp Make 2017, SketchUp Pro 2016, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,1414411#1,Construred,Guatemala,28,18-Feb-26,Aborted (Closed),"SketchUp Make, SketchUp Pro, SketchUp Pro 2018, SketchUp Pro 2018 FALSE",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-09-24 14:57:41,995810#1,Arista,Guatemala,28,21-Jun-25,Aborted (Closed),"SketchUp Make, SketchUp Pro",Outdated
